0,0,0,0,0,0,0,0,0,1,1
0.01,-4.62592940713492e-18,-9.25185881426984e-18,-2.22044604925031e-16,6.66133814775094e-16,-5.31052712915425e-08,-5.31052748442562e-08,1.74998486042023,-1.75001430511475,1,1
0.02,-4.62592940713492e-18,-9.25185881426984e-18,-2.22044604925031e-16,6.66133814775094e-16,-5.31052712915425e-08,-5.31052748442562e-08,1.74998486042023,-1.75001430511475,1,1
0.03,-4.62592940713492e-18,-9.25185881426984e-18,-2.22044604925031e-16,6.66133814775094e-16,-5.31052712915425e-08,-5.31052748442562e-08,1.74998486042023,-1.75001430511475,1,1
0.04,4.1634815952599e-17,0,-4.44089209850063e-16,1.11022302462516e-16,-1.92216866707895e-05,-1.92216866707895e-05,1.75063133239746,-1.74936842918396,1,1
0.05,4.1634815952599e-17,0,-4.44089209850063e-16,1.11022302462516e-16,-1.92216866707895e-05,-1.92216866707895e-05,1.75063133239746,-1.74936842918396,1,1
0.06,4.1634815952599e-17,0,-4.44089209850063e-16,1.11022302462516e-16,-1.92216866707895e-05,-1.92216866707895e-05,1.75063133239746,-1.74936842918396,1,1
0.07,2.7760720679039e-17,3.23875058045176e-17,-4.44089209850063e-16,1.11022302462516e-16,-8.78479622770101e-05,-8.78479622770101e-05,1.75119566917419,-1.74880051612854,1,1
0.08,2.7760720679039e-17,3.23875058045176e-17,-4.44089209850063e-16,1.11022302462516e-16,-8.78479622770101e-05,-8.78479622770101e-05,1.75119566917419,-1.74880051612854,1,1
0.09,2.7760720679039e-17,3.23875058045176e-17,-4.44089209850063e-16,1.11022302462516e-16,-8.78479622770101e-05,-8.78479622770101e-05,1.75119566917419,-1.74880051612854,1,1
0.1,9.25593433314789e-18,-9.25593433314789e-18,-1.22124532708767e-15,0,-0.000182833551662043,-0.000182833551662043,1.75162327289581,-1.74836719036102,1,1
0.11,9.25593433314789e-18,-9.25593433314789e-18,-1.22124532708767e-15,0,-0.000182833551662043,-0.000182833551662043,1.75162327289581,-1.74836719036102,1,1
0.12,9.25593433314789e-18,-9.25593433314789e-18,-1.22124532708767e-15,0,-0.000182833551662043,-0.000182833551662043,1.75162327289581,-1.74836719036102,1,1
0.13,9.25593433314789e-18,-9.25593433314789e-18,-1.22124532708767e-15,0,-0.000182833551662043,-0.000182833551662043,1.75162327289581,-1.74836719036102,1,1
0.14,3.70344443584404e-17,4.62930554480506e-18,5.55111512312578e-17,-5.55111512312578e-16,-0.000292206590529531,-0.000292206590529531,1.75190401077271,-1.74808192253113,1,1
0.15,3.70344443584404e-17,4.62930554480506e-18,5.55111512312578e-17,-5.55111512312578e-16,-0.000292206590529531,-0.000292206590529531,1.75190401077271,-1.74808192253113,1,1
0.16,3.70344443584404e-17,4.62930554480506e-18,5.55111512312578e-17,-5.55111512312578e-16,-0.000292206590529531,-0.000292206590529531,1.75190401077271,-1.74808192253113,1,1
0.17,-9.26078657462113e-18,-1.38911798619317e-17,3.33066907387547e-16,0,-0.000405777798732743,-0.000405777798732743,1.75206065177917,-1.7479236125946,1,1
0.18,-9.26078657462113e-18,-1.38911798619317e-17,3.33066907387547e-16,0,-0.000405777798732743,-0.000405777798732743,1.75206065177917,-1.7479236125946,1,1
0.19,-9.26078657462113e-18,-1.38911798619317e-17,3.33066907387547e-16,0,-0.000405777798732743,-0.000405777798732743,1.75206065177917,-1.7479236125946,1,1
0.2,-9.26192808386645e-18,0,1.11022302462516e-15,3.33066907387547e-16,-0.000516980944667011,-0.000516980944667011,1.75214695930481,-1.74783849716187,1,1
0.21,-9.26192808386645e-18,0,1.11022302462516e-15,3.33066907387547e-16,-0.000516980944667011,-0.000516980944667011,1.75214695930481,-1.74783849716187,1,1
0.22,-9.26192808386645e-18,0,1.11022302462516e-15,3.33066907387547e-16,-0.000516980944667011,-0.000516980944667011,1.75214695930481,-1.74783849716187,1,1
0.23,-9.26192808386645e-18,0,1.11022302462516e-15,3.33066907387547e-16,-0.000516980944667011,-0.000516980944667011,1.75214695930481,-1.74783849716187,1,1
0.24,-4.63098017195517e-18,4.63098017195517e-18,4.44089209850063e-16,4.44089209850063e-16,-0.000625402433797717,-0.000625402433797717,1.75222885608673,-1.74775898456573,1,1
0.25,-4.63098017195517e-18,4.63098017195517e-18,4.44089209850063e-16,4.44089209850063e-16,-0.000625402433797717,-0.000625402433797717,1.75222885608673,-1.74775898456573,1,1
