0,1,3.50058913230896,97.0806198120117,0.000237551605096087,-2.77770137786865,0,0,0,0,0
0.01,1,3.50059866905212,96.9862213134766,-0.0108244074508548,-2.77092623710632,1,3.50059747695923,95.0484161376953,0.00799892097711563,-2.75775337219238
0.02,1,3.50015997886658,96.9586868286133,-0.0754114612936974,-2.7388916015625,1,3.50030279159546,94.9641647338867,-0.0610082410275936,-2.74557971954346
0.03,1,3.49904561042786,96.9314804077148,-0.138742193579674,-2.70782375335693,1,3.50030279159546,94.9641647338867,-0.0610082410275936,-2.74557971954346
0.04,1,3.49741291999817,96.9045639038086,-0.181472912430763,-2.67987084388733,1,3.49844312667847,94.9206848144531,-0.158033475279808,-2.6963746547699
0.05,1,3.49542999267578,96.8779220581055,-0.211758673191071,-2.65308260917664,1,3.49542999267578,94.8779220581055,-0.211758673191071,-2.65308260917664
0.06,1,3.49317264556885,96.8515472412109,-0.237591281533241,-2.62586164474487,1,3.49542999267578,94.8779220581055,-0.211758673191071,-2.65308260917664
0.07,1,3.49066972732544,96.8254547119141,-0.261017262935638,-2.59708118438721,1,3.49169874191284,94.8358612060547,-0.251952111721039,-2.60883951187134
0.08,1,3.48794794082642,96.7996673583984,-0.28144159913063,-2.56588053703308,1,3.49169874191284,94.8358612060547,-0.251952111721039,-2.60883951187134
0.09,1,3.48504137992859,96.7742004394531,-0.298225820064545,-2.53154325485229,1,3.48738026618958,94.7945404052734,-0.285097301006317,-2.55928492546082
0.1,1,3.48198652267456,96.7490997314453,-0.311337947845459,-2.49348664283752,1,3.48260760307312,94.7540893554688,-0.309000998735428,-2.50141787528992
0.11,1,3.47881937026978,96.7243957519531,-0.320981472730637,-2.45130515098572,1,3.48260760307312,94.7540893554688,-0.309000998735428,-2.50141787528992
0.12,1,3.47557306289673,96.7001419067383,-0.327446490526199,-2.40479683876038,1,3.47752857208252,94.7146377563477,-0.323933005332947,-2.43322539329529
0.13,1,3.47227787971497,96.6763763427734,-0.330997377634048,-2.35398054122925,1,3.47227787971497,94.6763763427734,-0.330997377634048,-2.35398054122925
0.14,1,3.46896052360535,96.6531372070312,-0.332247853279114,-2.29916095733643,1,3.47227787971497,94.6763763427734,-0.330997377634048,-2.35398054122925
0.15,1,3.46563649177551,96.6304626464844,-0.332366764545441,-2.24085092544556,1,3.46696615219116,94.6394653320312,-0.332515269517899,-2.26456189155579
0.16,1,3.46232199668884,96.6083908081055,-0.330362290143967,-2.17958664894104,1,3.46696615219116,94.6394653320312,-0.332515269517899,-2.26456189155579
0.17,1,3.45903992652893,96.5869445800781,-0.326226145029068,-2.11611366271973,1,3.46166229248047,94.6040496826172,-0.329681515693665,-2.16703510284424
0.18,1,3.45580530166626,96.5661392211914,-0.321075260639191,-2.05139136314392,1,3.45644807815552,94.5702514648438,-0.322137922048569,-2.06440377235413
0.19,1,3.45262336730957,96.5459899902344,-0.315870434045792,-1.98605966567993,1,3.45644807815552,94.5702514648438,-0.322137922048569,-2.06440377235413
0.2,1,3.44949007034302,96.5264892578125,-0.311334908008575,-1.92070138454437,1,3.45136451721191,94.5381088256836,-0.313949257135391,-1.95988714694977
0.21,1,3.44639658927917,96.5076370239258,-0.307860344648361,-1.85582530498505,1,3.44639658927917,94.5076370239258,-0.307860344648361,-1.85582530498505
0.22,1,3.4433286190033,96.4894332885742,-0.306381285190582,-1.79169285297394,1,3.44639658927917,94.5076370239258,-0.307860344648361,-1.85582530498505
0.23,1,3.44025993347168,96.4718627929688,-0.307624787092209,-1.72863054275513,1,3.44148898124695,94.4788131713867,-0.306844294071198,-1.75370073318481
0.24,1,3.43716549873352,96.4549179077148,-0.311235398054123,-1.66712439060211,1,3.44148898124695,94.4788131713867,-0.306844294071198,-1.75370073318481
0.25,1,3.43402576446533,96.4385757446289,-0.316485196352005,-1.60755658149719,1,3.43654155731201,94.4515991210938,-0.312158703804016,-1.65505087375641
0.26,1,3.430823802948,96.4228210449219,-0.323534488677979,-1.5500226020813,1,3.43146991729736,94.4259262084961,-0.321972221136093,-1.56136322021484
0.27,1,3.42754077911377,96.4076232910156,-0.332481354475021,-1.49456739425659,1,3.43146991729736,94.4259262084961,-0.321972221136093,-1.56136322021484
0.28,1,3.42415857315063,96.3929748535156,-0.343178153038025,-1.44114661216736,1,3.42620086669922,94.4017028808594,-0.336562782526016,-1.4729597568512
0.29,1,3.42066073417664,96.3788528442383,-0.355416178703308,-1.38964819908142,1,3.42066073417664,94.3788528442383,-0.355416178703308,-1.38964819908142
0.3,1,3.41703248023987,96.3652267456055,-0.369097888469696,-1.33991253376007,1,3.42066073417664,94.3788528442383,-0.355416178703308,-1.38964819908142
0.31,1,3.41326260566711,96.3520965576172,-0.383439630270004,-1.29192841053009,1,3.41478776931763,94.357292175293,-0.37770888209343,-1.31090772151947
0.32,1,3.40935349464417,96.3394317626953,-0.396705001592636,-1.24593555927277,1,3.41478776931763,94.357292175293,-0.37770888209343,-1.31090772151947
