0,100,1.75,1.57079637050629,1.02050529485198e-15,16.6666660308838,2.15,2.13,4.28,1.82
0.01,100.099998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.02,100.266670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.03,100.433334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.04,100.599998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.05,100.766670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.06,100.933334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.07,101.099998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.08,101.266670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.09,101.433334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.1,101.599998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.11,101.766670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.12,101.933334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.13,102.099998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.14,102.266670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.15,102.433334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.16,102.599998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.17,102.766670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.18,102.933334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.19,103.099998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.2,103.266670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.21,103.433334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.22,103.599998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.23,103.766670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.24,103.933334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.25,104.099998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.26,104.266670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.27,104.433334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.28,104.599998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.29,104.766670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.3,104.933334350586,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.31,105.099998474121,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
0.32,105.266670227051,1.75,1.57079637050629,0,16.6666660308838,2.15,2.13,4.28,1.82
