0,1.57079637050629,2.61795449256897,5.25044441223145,19.4444446563721,-0.427878439426422,19.4444446563721,-1.07557559658744e-06,2.618,2.318,4.936,1.868
0.01,1.570796251297,2.81230568885803,5.25043439865112,19.4186592102051,-4.27973461151123,19.4186573028564,0.00170819042250514,2.618,2.318,4.936,1.868
0.02,1.57080030441284,3.00622415542603,5.25041246414185,19.3696327209473,-4.84253454208374,19.3696117401123,0.00252896989695728,2.618,2.318,4.936,1.868
0.03,1.57081031799316,3.19965600967407,5.25038290023804,19.3217754364014,-4.68387985229492,19.3217105865479,0.00290214875712991,2.618,2.318,4.936,1.868
0.04,1.57082450389862,3.39261722564697,5.25034999847412,19.275260925293,-4.58394289016724,19.2751274108887,0.00275784102268517,2.618,2.318,4.936,1.868
0.05,1.57084131240845,3.58511805534363,5.25031757354736,19.2295341491699,-4.52639198303223,19.2293014526367,0.00229002069681883,2.618,2.318,4.936,1.868
0.06,1.5708601474762,3.77716445922852,5.25028657913208,19.1843185424805,-4.48346614837646,19.1839618682861,0.00164010899607092,2.618,2.318,4.936,1.868
0.07,1.57088088989258,3.96876120567322,5.25025844573975,19.1395149230957,-4.44559669494629,19.1390075683594,0.000849438714794815,2.618,2.318,4.936,1.868
0.08,1.57090353965759,4.15991163253784,5.25023412704468,19.095085144043,-4.41023111343384,19.0944061279297,-7.69251273595728e-05,2.618,2.318,4.936,1.868
0.09,1.57092773914337,4.35061979293823,5.25021457672119,19.0510063171387,-4.37831926345825,19.0501346588135,-0.00113110861275345,2.618,2.318,4.936,1.868
0.1,1.57095348834991,4.54088926315308,5.2502007484436,19.0072326660156,-4.35160875320435,19.0061550140381,-0.0022964971140027,2.618,2.318,4.936,1.868
0.11,1.57098054885864,4.73072195053101,5.25019311904907,18.9637107849121,-4.33141946792603,18.9624156951904,-0.00355344126001,2.618,2.318,4.936,1.868
0.12,1.57100880146027,4.92012023925781,5.25019264221191,18.9203720092773,-4.31823778152466,18.9188575744629,-0.00488217314705253,2.618,2.318,4.936,1.868
0.13,1.5710381269455,5.10908603668213,5.25019979476929,18.8771495819092,-4.31264781951904,18.875415802002,-0.00626500137150288,2.618,2.318,4.936,1.868
0.14,1.57106840610504,5.29761981964111,5.25021457672119,18.8339653015137,-4.31685924530029,18.8320198059082,-0.00769007997587323,2.618,2.318,4.936,1.868
0.15,1.5710996389389,5.48572158813477,5.25023746490479,18.790714263916,-4.33260774612427,18.7885627746582,-0.00914111360907555,2.618,2.318,4.936,1.868
0.16,1.57113170623779,5.67338943481445,5.25026845932007,18.7472724914551,-4.35876893997192,18.744930267334,-0.0106078376993537,2.618,2.318,4.936,1.868
0.17,1.57116436958313,5.8606219291687,5.2503080368042,18.7035675048828,-4.39110660552979,18.7010478973389,-0.012070300988853,2.618,2.318,4.936,1.868
0.18,1.57119739055634,6.0474157333374,5.25035572052002,18.6595592498779,-4.42371654510498,18.6568851470947,-0.0135025372728705,2.618,2.318,4.936,1.868
0.19,1.57123076915741,6.23376750946045,5.25041103363037,18.6152362823486,-4.45720100402832,18.6124286651611,-0.0148870497941971,2.618,2.318,4.936,1.868
0.2,1.57126426696777,6.41967439651489,5.25047445297241,18.5705909729004,-4.49119091033936,18.5676708221436,-0.0162132848054171,2.618,2.318,4.936,1.868
0.21,1.57129812240601,6.60513305664062,5.25054407119751,18.5256156921387,-4.52441453933716,18.522611618042,-0.0174782499670982,2.618,2.318,4.936,1.868
0.22,1.57133221626282,6.79014015197754,5.25062084197998,18.4803276062012,-4.55394124984741,18.4772605895996,-0.0186839438974857,2.618,2.318,4.936,1.868
0.23,1.57136678695679,6.97469329833984,5.25070285797119,18.4347724914551,-4.57876443862915,18.4316730499268,-0.0198329593986273,2.618,2.318,4.936,1.868
0.24,1.57140183448792,7.15878915786743,5.25079011917114,18.3889923095703,-4.60073757171631,18.3858852386475,-0.0209269169718027,2.618,2.318,4.936,1.868
0.25,1.57143747806549,7.34242630004883,5.25088262557983,18.3430004119873,-4.62165355682373,18.3399105072021,-0.0219750497490168,2.618,2.318,4.936,1.868
0.26,1.57147395610809,7.52560234069824,5.25097894668579,18.2967929840088,-4.64308452606201,18.2937469482422,-0.0229793768376112,2.618,2.318,4.936,1.868
0.27,1.57151114940643,7.70831489562988,5.25107908248901,18.2503700256348,-4.66453790664673,18.2473850250244,-0.0239446423947811,2.618,2.318,4.936,1.868
0.28,1.57154929637909,7.89056253433228,5.25118255615234,18.203727722168,-4.68567705154419,18.2008228302002,-0.0248787831515074,2.618,2.318,4.936,1.868
0.29,1.57158839702606,8.07234191894531,5.25128841400146,18.1568717956543,-4.70594310760498,18.1540622711182,-0.0257910545915365,2.618,2.318,4.936,1.868
0.3,1.57162868976593,8.25365257263184,5.25139713287354,18.1098117828369,-4.72548532485962,18.107105255127,-0.0266935378313065,2.618,2.318,4.936,1.868
0.31,1.57167041301727,8.43449020385742,5.25150775909424,18.0625648498535,-4.74440765380859,18.0599689483643,-0.0276084132492542,2.618,2.318,4.936,1.868
0.32,1.57171332836151,8.61485576629639,5.25162124633789,18.0151557922363,-4.76138401031494,18.012674331665,-0.0285775773227215,2.618,2.318,4.936,1.868
0.33,1.57175815105438,8.79474449157715,5.25173711776733,17.9673099517822,-4.84925842285156,17.9649391174316,-0.0296703074127436,2.618,2.318,4.936,1.868
0.34,1.57180738449097,8.97414970397949,5.25185775756836,17.9184837341309,-4.9631609916687,17.9162158966064,-0.0310001131147146,2.618,2.318,4.936,1.868
0.35,1.57186388969421,9.15306091308594,5.2519850730896,17.868616104126,-4.99136066436768,17.8664417266846,-0.0327101945877075,2.618,2.318,4.936,1.868
0.36,1.57192373275757,9.33147621154785,5.252121925354,17.8197822570801,-4.66947650909424,17.8176860809326,-0.0348003134131432,2.618,2.318,4.936,1.868
0.37,1.57197189331055,9.50942230224609,5.25227069854736,17.7746601104736,-4.38180208206177,17.7726364135742,-0.0367793850600719,2.618,2.318,4.936,1.868
0.38,1.5719987154007,9.68692874908447,5.25242948532104,17.7309494018555,-4.37698602676392,17.7289943695068,-0.038052637130022,2.618,2.318,4.936,1.868
0.39,1.57200717926025,9.86399745941162,5.25259447097778,17.687141418457,-4.38596773147583,17.6852493286133,-0.0385291241109371,2.618,2.318,4.936,1.868
0.4,1.57200038433075,10.0406274795532,5.25276136398315,17.6432933807373,-4.38508701324463,17.6414604187012,-0.0385271273553371,2.618,2.318,4.936,1.868
0.41,1.57197916507721,10.2168188095093,5.25293064117432,17.5994510650635,-4.38467359542847,17.5976715087891,-0.0382802039384842,2.618,2.318,4.936,1.868
0.42,1.57194340229034,10.3925724029541,5.25310182571411,17.5555973052979,-4.38620901107788,17.5538692474365,-0.0378303155303001,2.618,2.318,4.936,1.868
0.43,1.57189333438873,10.5678863525391,5.2532753944397,17.5117301940918,-4.38624334335327,17.5100479125977,-0.0371514558792114,2.618,2.318,4.936,1.868
0.44,1.57182943820953,10.7427625656128,5.25345182418823,17.4678630828857,-4.38542413711548,17.4662208557129,-0.0362194031476974,2.618,2.318,4.936,1.868
0.45,1.57175207138062,10.9171991348267,5.25363063812256,17.4240036010742,-4.38370895385742,17.422399520874,-0.0350255817174911,2.618,2.318,4.936,1.868
0.46,1.57166194915771,11.0911979675293,5.25381135940552,17.3801612854004,-4.38085746765137,17.3785915374756,-0.0335703082382679,2.618,2.318,4.936,1.868
0.47,1.57155966758728,11.2647581100464,5.25399303436279,17.3363494873047,-4.37682914733887,17.334810256958,-0.0318526215851307,2.618,2.318,4.936,1.868
0.48,1.57144570350647,11.4378805160522,5.25417566299438,17.292573928833,-4.38475942611694,17.2910614013672,-0.029878243803978,2.618,2.318,4.936,1.868
0.49,1.57131969928741,11.6105642318726,5.25435781478882,17.2482891082764,-4.48903608322144,17.2467994689941,-0.0276404656469822,2.618,2.318,4.936,1.868
0.5,1.57118046283722,11.7827968597412,5.25453948974609,17.202600479126,-4.66488838195801,17.2011318206787,-0.0250735655426979,2.618,2.318,4.936,1.868
0.51,1.5710266828537,11.9545869827271,5.25471878051758,17.1650772094727,-0.480699449777603,17.1636333465576,-0.0221987329423428,2.618,2.318,4.936,1.868
0.52,1.57087314128876,12.1263103485107,5.25489664077759,17.1860046386719,4.14466667175293,17.1846256256104,-0.0194064266979694,2.618,2.318,4.936,1.868
0.53,1.57072722911835,12.2984056472778,5.25507545471191,17.2289962768555,4.2711296081543,17.22776222229,-0.017201391980052,2.618,2.318,4.936,1.868
0.54,1.5705851316452,12.4709320068359,5.25525999069214,17.2721118927002,4.36951589584351,17.2710857391357,-0.0153794782236218,2.618,2.318,4.936,1.868
0.55,1.57044494152069,12.6438970565796,5.25545167922974,17.316593170166,4.52795600891113,17.3158206939697,-0.013678832910955,2.618,2.318,4.936,1.868
0.56,1.57030642032623,12.8173160552979,5.25565099716187,17.3630142211914,4.7369909286499,17.3625030517578,-0.0118370018899441,2.618,2.318,4.936,1.868
0.57,1.57017064094543,12.9912109375,5.25585508346558,17.4112949371338,4.90455150604248,17.4110107421875,-0.00979154836386442,2.618,2.318,4.936,1.868
0.58,1.5700398683548,13.1655969619751,5.25606155395508,17.4611339569092,5.06166887283325,17.4610214233398,-0.00765018491074443,2.618,2.318,4.936,1.868
